id,score_smog1,score_smog2,score_smartway
30998,9.0,-1.0,SMARTWAY
30999,5.0,-1.0,SMARTWAY
31000,9.0,-1.0,SMARTWAY
31001,5.0,-1.0,NON
31002,7.0,-1.0,SMARTWAY
31003,5.0,-1.0,NON
31004,5.0,-1.0,NON
31005,5.0,-1.0,NON
31006,5.0,-1.0,NON
31007,5.0,-1.0,NON
31008,6.0,-1.0,NON
31009,6.0,-1.0,NON
31010,6.0,-1.0,NON
31011,6.0,-1.0,NON
31012,6.0,-1.0,NON
31013,6.0,-1.0,NON
31014,6.0,-1.0,NON
31015,6.0,-1.0,NON
31016,9.0,-1.0,SMARTWAY
31017,5.0,-1.0,SMARTWAY
31018,5.0,-1.0,NON
31019,6.0,-1.0,NON
31020,6.0,-1.0,NON
31021,5.0,-1.0,NON
31022,6.0,-1.0,NON
31023,6.0,-1.0,NON
31024,6.0,-1.0,NON
31025,5.0,-1.0,NON
31026,5.0,-1.0,NON
31027,5.0,-1.0,SMARTWAY
31028,5.0,-1.0,NON
31029,6.0,-1.0,NON
31030,6.0,-1.0,NON
31031,6.0,-1.0,NON
31032,6.0,-1.0,NON
31033,6.0,-1.0,NON
31034,6.0,-1.0,NON
31035,6.0,-1.0,NON
31036,6.0,-1.0,NON
31037,6.0,-1.0,NON
31038,6.0,-1.0,NON
31039,6.0,-1.0,NON
31040,6.0,-1.0,NON
31041,6.0,-1.0,NON
31042,6.0,-1.0,NON
31043,6.0,-1.0,NON
31044,5.0,-1.0,NON
31045,6.0,-1.0,NON
31046,6.0,-1.0,NON
31047,6.0,-1.0,NON
31048,5.0,-1.0,NON
31049,5.0,-1.0,NON
31050,6.0,-1.0,NON
31051,6.0,-1.0,NON
31052,5.0,-1.0,NON
31053,5.0,-1.0,NON
31054,5.0,-1.0,NON
31055,5.0,-1.0,NON
31056,5.0,-1.0,NON
31057,6.0,-1.0,NON
31058,5.0,-1.0,NON
31059,6.0,-1.0,NON
31060,5.0,-1.0,NON
31061,5.0,-1.0,NON
31062,6.0,-1.0,NON
31063,5.0,-1.0,NON
31064,10.0,-1.0,SMARTWAY ELITE
31065,10.0,-1.0,SMARTWAY ELITE
31066,5.0,-1.0,NON
31067,5.0,-1.0,NON
31068,5.0,-1.0,NON
31069,5.0,-1.0,NON
31070,6.0,-1.0,SMARTWAY
31071,5.0,-1.0,NON
31072,5.0,-1.0,NON
31073,5.0,-1.0,NON
31076,8.0,-1.0,SMARTWAY
31077,9.0,-1.0,SMARTWAY
31078,5.0,-1.0,NON
31079,5.0,-1.0,SMARTWAY
31080,5.0,-1.0,SMARTWAY
31081,5.0,-1.0,SMARTWAY
31082,5.0,-1.0,NON
31083,5.0,-1.0,NON
31084,5.0,-1.0,NON
31085,5.0,-1.0,NON
31086,5.0,-1.0,NON
31087,5.0,-1.0,NON
31089,5.0,-1.0,NON
31090,5.0,-1.0,NON
31091,5.0,-1.0,NON
31092,5.0,-1.0,NON
31093,5.0,-1.0,NON
31094,5.0,-1.0,NON
31095,5.0,-1.0,NON
31096,5.0,-1.0,NON
31097,5.0,-1.0,NON
31098,5.0,-1.0,NON
31099,5.0,-1.0,NON
31100,5.0,-1.0,NON
31101,5.0,-1.0,NON
31102,5.0,-1.0,NON
31103,5.0,-1.0,NON
31104,5.0,-1.0,NON
31105,5.0,-1.0,NON
31106,5.0,-1.0,NON
31107,5.0,-1.0,NON
31108,5.0,-1.0,SMARTWAY
31109,5.0,-1.0,SMARTWAY
31110,5.0,-1.0,SMARTWAY
31111,5.0,-1.0,NON
31112,5.0,-1.0,NON
31113,5.0,-1.0,NON
31114,5.0,-1.0,NON
31115,5.0,-1.0,NON
31116,5.0,-1.0,NON
31117,5.0,-1.0,NON
31118,5.0,-1.0,NON
31119,5.0,-1.0,NON
31120,5.0,-1.0,NON
31121,5.0,-1.0,NON
31122,5.0,-1.0,NON
31123,5.0,-1.0,NON
31124,5.0,-1.0,NON
31125,5.0,-1.0,NON
31126,5.0,-1.0,NON
31127,5.0,-1.0,NON
31128,5.0,-1.0,NON
31129,5.0,-1.0,NON
31130,5.0,-1.0,NON
31131,5.0,-1.0,NON
31132,5.0,-1.0,NON
31133,5.0,-1.0,NON
31134,5.0,-1.0,NON
31135,5.0,-1.0,NON
31136,5.0,-1.0,NON
31137,5.0,-1.0,NON
31138,5.0,-1.0,NON
31139,5.0,-1.0,NON
31140,5.0,-1.0,NON
31141,5.0,-1.0,NON
31142,5.0,-1.0,NON
31143,5.0,-1.0,NON
31144,5.0,-1.0,NON
31145,5.0,-1.0,NON
31146,5.0,-1.0,NON
31147,5.0,-1.0,NON
31148,5.0,-1.0,NON
31149,5.0,-1.0,NON
31150,5.0,-1.0,NON
31151,5.0,-1.0,NON
31152,5.0,-1.0,NON
31153,5.0,-1.0,NON
31154,5.0,-1.0,NON
31155,5.0,-1.0,NON
31156,5.0,-1.0,NON
31157,5.0,-1.0,NON
31158,5.0,-1.0,NON
31159,5.0,-1.0,NON
31160,5.0,-1.0,NON
31161,5.0,-1.0,NON
31162,6.0,-1.0,NON
31163,6.0,-1.0,NON
31164,6.0,-1.0,NON
31165,6.0,-1.0,NON
31166,5.0,-1.0,NON
31167,6.0,-1.0,NON
31168,5.0,-1.0,NON
31169,5.0,-1.0,NON
31170,5.0,-1.0,NON
31171,5.0,-1.0,NON
31172,6.0,-1.0,NON
31173,7.0,-1.0,SMARTWAY
31174,7.0,-1.0,SMARTWAY
31175,7.0,-1.0,SMARTWAY
31176,5.0,-1.0,NON
31177,5.0,-1.0,NON
31178,5.0,-1.0,NON
31179,5.0,-1.0,NON
31180,5.0,-1.0,NON
31181,5.0,-1.0,NON
31182,6.0,-1.0,SMARTWAY
31183,6.0,-1.0,SMARTWAY
31184,6.0,-1.0,SMARTWAY
31185,6.0,-1.0,SMARTWAY
31186,5.0,-1.0,SMARTWAY
31187,5.0,-1.0,SMARTWAY
31189,5.0,-1.0,SMARTWAY
31190,8.0,-1.0,SMARTWAY
31191,5.0,-1.0,SMARTWAY
31192,5.0,-1.0,SMARTWAY
31193,5.0,-1.0,NON
31194,5.0,-1.0,NON
31195,5.0,-1.0,NON
31196,5.0,-1.0,NON
31197,5.0,-1.0,NON
31198,7.0,-1.0,SMARTWAY
31199,7.0,-1.0,SMARTWAY
31200,5.0,-1.0,NON
31201,5.0,-1.0,NON
31202,7.0,-1.0,SMARTWAY
31203,7.0,-1.0,SMARTWAY
31204,7.0,-1.0,SMARTWAY
31205,7.0,-1.0,SMARTWAY
31206,5.0,-1.0,NON
31207,5.0,-1.0,NON
31208,5.0,-1.0,NON
31209,5.0,-1.0,NON
31210,5.0,-1.0,NON
31211,5.0,-1.0,NON
31212,5.0,-1.0,SMARTWAY
31214,5.0,-1.0,NON
31215,5.0,-1.0,NON
31216,9.0,-1.0,SMARTWAY
31217,5.0,-1.0,SMARTWAY
31218,5.0,-1.0,SMARTWAY
31219,5.0,-1.0,NON
31220,5.0,-1.0,NON
31221,5.0,-1.0,NON
31222,5.0,-1.0,NON
31223,5.0,-1.0,NON
31224,5.0,-1.0,NON
31225,5.0,-1.0,NON
31226,5.0,-1.0,SMARTWAY
31227,5.0,-1.0,NON
31228,5.0,-1.0,NON
31229,5.0,-1.0,NON
31230,5.0,-1.0,NON
31231,5.0,-1.0,NON
31232,5.0,-1.0,NON
31233,5.0,-1.0,NON
31234,5.0,-1.0,NON
31235,5.0,-1.0,NON
31236,5.0,-1.0,NON
31237,5.0,-1.0,NON
31238,5.0,-1.0,NON
31240,5.0,-1.0,NON
31241,5.0,-1.0,NON
31242,5.0,-1.0,NON
31243,5.0,-1.0,NON
31244,5.0,-1.0,NON
31245,5.0,-1.0,NON
31246,5.0,-1.0,NON
31247,7.0,-1.0,SMARTWAY
31248,7.0,-1.0,SMARTWAY
31249,5.0,-1.0,NON
31250,5.0,-1.0,NON
31251,6.0,-1.0,NON
31252,6.0,-1.0,NON
31253,6.0,-1.0,NON
31254,6.0,-1.0,NON
31255,6.0,-1.0,NON
31256,6.0,-1.0,NON
31257,6.0,-1.0,NON
31258,6.0,-1.0,NON
31259,6.0,-1.0,NON
31260,6.0,-1.0,NON
31261,6.0,-1.0,NON
31262,6.0,-1.0,NON
31263,6.0,-1.0,NON
31264,6.0,-1.0,NON
31265,6.0,-1.0,NON
31266,6.0,-1.0,NON
31267,6.0,-1.0,NON
31268,6.0,-1.0,NON
31269,6.0,-1.0,NON
31270,6.0,-1.0,NON
31271,6.0,-1.0,NON
31272,6.0,-1.0,NON
31273,6.0,-1.0,NON
31274,6.0,-1.0,NON
31275,6.0,-1.0,NON
31276,6.0,-1.0,NON
31277,6.0,-1.0,NON
31278,6.0,-1.0,NON
31279,6.0,-1.0,NON
31280,6.0,-1.0,NON
31281,6.0,-1.0,NON
31282,6.0,-1.0,NON
31283,5.0,-1.0,NON
31284,5.0,-1.0,NON
31285,5.0,-1.0,NON
31286,5.0,-1.0,NON
31287,5.0,-1.0,NON
31288,9.0,-1.0,SMARTWAY
31289,5.0,-1.0,NON
31290,5.0,-1.0,NON
31291,5.0,-1.0,NON
31292,5.0,-1.0,NON
31293,5.0,-1.0,NON
31294,5.0,-1.0,NON
31295,9.0,-1.0,SMARTWAY
31296,5.0,-1.0,NON
31297,5.0,-1.0,NON
31298,5.0,-1.0,NON
31299,5.0,-1.0,NON
31300,5.0,-1.0,NON
31301,5.0,-1.0,NON
31302,5.0,-1.0,NON
31303,5.0,-1.0,NON
31304,5.0,-1.0,NON
31305,9.0,-1.0,NON
31306,5.0,-1.0,NON
31307,5.0,-1.0,NON
31308,5.0,-1.0,NON
31309,5.0,-1.0,NON
31310,5.0,-1.0,NON
31311,9.0,-1.0,NON
31312,5.0,-1.0,NON
31313,4.0,-1.0,NON
31314,5.0,-1.0,NON
31315,6.0,-1.0,SMARTWAY
31316,5.0,-1.0,NON
31318,5.0,-1.0,NON
31320,5.0,-1.0,NON
31322,5.0,-1.0,NON
31323,5.0,-1.0,NON
31324,5.0,-1.0,NON
31325,6.0,-1.0,NON
31326,6.0,-1.0,NON
31327,5.0,-1.0,NON
31328,5.0,-1.0,NON
31329,5.0,-1.0,NON
31330,5.0,-1.0,NON
31331,5.0,-1.0,NON
31332,5.0,-1.0,NON
31333,5.0,-1.0,NON
31334,5.0,-1.0,NON
31335,5.0,-1.0,NON
31336,5.0,-1.0,NON
31337,5.0,-1.0,NON
31338,5.0,-1.0,NON
31339,5.0,-1.0,NON
31340,5.0,-1.0,NON
31341,5.0,-1.0,NON
31342,5.0,-1.0,NON
31343,5.0,-1.0,NON
31344,5.0,-1.0,NON
31345,6.0,-1.0,NON
31346,6.0,-1.0,NON
31347,6.0,-1.0,NON
31348,6.0,-1.0,NON
31349,6.0,-1.0,NON
31350,6.0,-1.0,NON
31351,6.0,-1.0,NON
31352,5.0,-1.0,NON
31353,5.0,-1.0,NON
31354,6.0,-1.0,NON
31355,6.0,-1.0,SMARTWAY
31356,5.0,-1.0,NON
31357,5.0,-1.0,NON
31358,5.0,-1.0,NON
31359,6.0,-1.0,NON
31360,6.0,-1.0,NON
31361,6.0,-1.0,NON
31362,6.0,-1.0,NON
31363,5.0,-1.0,SMARTWAY
31364,5.0,-1.0,SMARTWAY
31365,6.0,-1.0,NON
31366,5.0,-1.0,NON
31367,5.0,-1.0,NON
31368,6.0,-1.0,NON
31369,6.0,-1.0,NON
31370,6.0,-1.0,SMARTWAY
31371,6.0,-1.0,SMARTWAY
31372,6.0,-1.0,SMARTWAY
31373,6.0,-1.0,SMARTWAY
31374,6.0,-1.0,SMARTWAY
31375,5.0,-1.0,NON
31376,6.0,-1.0,SMARTWAY
31377,6.0,-1.0,SMARTWAY
31378,6.0,-1.0,NON
31379,6.0,-1.0,NON
31380,6.0,-1.0,NON
31381,5.0,-1.0,NON
31382,6.0,-1.0,NON
31383,6.0,-1.0,NON
31384,6.0,-1.0,NON
31385,5.0,-1.0,NON
31386,5.0,-1.0,NON
31387,5.0,-1.0,NON
31388,7.0,-1.0,SMARTWAY
31389,5.0,-1.0,NON
31390,5.0,-1.0,NON
31391,5.0,-1.0,NON
31392,5.0,-1.0,NON
31393,5.0,-1.0,NON
31394,5.0,-1.0,NON
31395,7.0,-1.0,SMARTWAY
31396,5.0,-1.0,NON
31397,9.0,-1.0,SMARTWAY
31398,9.0,-1.0,SMARTWAY
31399,5.0,-1.0,NON
31400,5.0,-1.0,NON
31401,5.0,-1.0,NON
31402,5.0,-1.0,NON
31403,6.0,-1.0,NON
31404,6.0,-1.0,SMARTWAY
31405,9.0,-1.0,NON
31406,5.0,-1.0,NON
31407,6.0,-1.0,NON
31408,6.0,-1.0,NON
31409,5.0,-1.0,NON
31410,9.0,-1.0,SMARTWAY
31411,5.0,-1.0,SMARTWAY
31412,5.0,-1.0,NON
31413,5.0,-1.0,NON
31414,5.0,-1.0,NON
31415,6.0,-1.0,NON
31416,5.0,-1.0,NON
31417,5.0,-1.0,NON
31418,6.0,-1.0,NON
31419,5.0,-1.0,NON
31420,5.0,-1.0,NON
31421,6.0,-1.0,NON
31422,6.0,-1.0,SMARTWAY
31423,6.0,-1.0,NON
31424,6.0,-1.0,NON
31425,6.0,-1.0,NON
31426,6.0,-1.0,NON
31427,6.0,-1.0,NON
31428,6.0,-1.0,NON
31429,6.0,-1.0,NON
31430,6.0,-1.0,NON
31431,6.0,-1.0,NON
31432,6.0,-1.0,NON
31433,6.0,-1.0,NON
31434,6.0,-1.0,NON
31435,5.0,-1.0,NON
31436,5.0,-1.0,NON
31437,5.0,-1.0,NON
31438,5.0,-1.0,NON
31439,5.0,-1.0,NON
31440,2.0,-1.0,NON
31441,6.0,-1.0,NON
31442,5.0,-1.0,NON
31443,5.0,-1.0,NON
31444,5.0,-1.0,NON
31445,5.0,-1.0,NON
31446,5.0,-1.0,NON
31447,5.0,-1.0,NON
31448,5.0,-1.0,NON
31449,5.0,-1.0,NON
31450,5.0,-1.0,NON
31451,6.0,-1.0,NON
31452,5.0,-1.0,NON
31453,5.0,-1.0,NON
31454,5.0,-1.0,NON
31455,5.0,-1.0,NON
31457,5.0,-1.0,NON
31458,6.0,-1.0,NON
31459,5.0,-1.0,NON
31460,6.0,-1.0,NON
31461,6.0,-1.0,NON
31462,6.0,-1.0,NON
31463,6.0,-1.0,NON
31464,6.0,-1.0,NON
31465,5.0,-1.0,NON
31466,5.0,-1.0,NON
31467,6.0,-1.0,NON
31468,6.0,-1.0,SMARTWAY
31469,6.0,-1.0,NON
31470,5.0,-1.0,NON
31471,5.0,-1.0,NON
31472,5.0,-1.0,NON
31473,6.0,-1.0,NON
31474,6.0,-1.0,NON
31475,6.0,-1.0,NON
31476,6.0,-1.0,NON
31477,6.0,-1.0,NON
31478,5.0,-1.0,NON
31479,7.0,-1.0,SMARTWAY
31480,6.0,-1.0,NON
31481,5.0,-1.0,NON
31482,5.0,-1.0,NON
31483,6.0,-1.0,NON
31484,6.0,-1.0,SMARTWAY
31485,6.0,-1.0,NON
31486,5.0,-1.0,NON
31487,5.0,-1.0,NON
31488,5.0,-1.0,NON
31489,5.0,-1.0,NON
31490,6.0,-1.0,NON
31491,6.0,-1.0,NON
31492,2.0,-1.0,NON
31493,5.0,-1.0,NON
31494,9.0,-1.0,NON
31495,9.0,-1.0,NON
31496,5.0,-1.0,NON
31497,6.0,-1.0,NON
31498,6.0,-1.0,NON
31499,6.0,-1.0,NON
31500,5.0,-1.0,NON
31501,5.0,-1.0,NON
31502,5.0,-1.0,NON
31503,6.0,-1.0,NON
31504,6.0,-1.0,NON
31505,6.0,-1.0,NON
31506,6.0,-1.0,NON
31507,5.0,-1.0,NON
31508,5.0,-1.0,NON
31509,7.0,-1.0,SMARTWAY
31510,6.0,-1.0,NON
31511,6.0,-1.0,NON
31512,6.0,-1.0,NON
31513,6.0,-1.0,NON
31514,6.0,-1.0,NON
31515,5.0,-1.0,NON
31516,5.0,-1.0,NON
31517,5.0,-1.0,NON
31518,6.0,-1.0,NON
31519,5.0,-1.0,NON
31520,6.0,-1.0,NON
31521,6.0,-1.0,NON
31522,5.0,-1.0,NON
31523,2.0,-1.0,NON
31528,5.0,-1.0,NON
31529,5.0,-1.0,NON
31530,5.0,-1.0,NON
31531,5.0,-1.0,NON
31532,5.0,-1.0,NON
31533,5.0,-1.0,NON
31534,6.0,-1.0,NON
31535,5.0,-1.0,NON
31536,5.0,-1.0,NON
31537,5.0,-1.0,NON
31538,5.0,-1.0,NON
31539,5.0,-1.0,NON
31540,5.0,-1.0,NON
31541,5.0,-1.0,NON
31542,5.0,-1.0,NON
31543,5.0,-1.0,NON
31544,5.0,-1.0,NON
31545,5.0,-1.0,NON
31546,5.0,-1.0,NON
31547,6.0,-1.0,NON
31548,6.0,-1.0,SMARTWAY
31549,5.0,-1.0,NON
31550,5.0,-1.0,NON
31551,5.0,-1.0,NON
31552,5.0,-1.0,NON
31555,6.0,-1.0,NON
31556,5.0,-1.0,NON
31558,5.0,-1.0,NON
31560,5.0,-1.0,NON
31561,5.0,-1.0,NON
31562,5.0,-1.0,NON
31563,5.0,-1.0,NON
31564,5.0,-1.0,NON
31565,5.0,-1.0,NON
31566,5.0,-1.0,NON
31567,5.0,-1.0,NON
31568,5.0,-1.0,NON
31569,5.0,-1.0,NON
31570,5.0,-1.0,NON
31571,5.0,-1.0,NON
31572,5.0,-1.0,NON
31573,6.0,-1.0,NON
31574,6.0,-1.0,SMARTWAY
31575,3.0,-1.0,SMARTWAY
31576,3.0,-1.0,SMARTWAY
31577,3.0,-1.0,SMARTWAY
31578,3.0,-1.0,SMARTWAY
31579,5.0,-1.0,NON
31580,5.0,-1.0,SMARTWAY
31582,5.0,-1.0,NON
31583,6.0,-1.0,NON
31584,5.0,-1.0,NON
31585,3.0,-1.0,SMARTWAY
31586,5.0,-1.0,NON
31587,3.0,-1.0,SMARTWAY
31588,5.0,-1.0,NON
31589,5.0,-1.0,NON
31590,5.0,-1.0,NON
31591,6.0,-1.0,NON
31592,3.0,-1.0,SMARTWAY
31593,3.0,-1.0,SMARTWAY
31594,6.0,-1.0,NON
31595,6.0,-1.0,SMARTWAY
31596,6.0,-1.0,SMARTWAY
31597,5.0,-1.0,NON
31598,5.0,-1.0,NON
31599,5.0,-1.0,NON
31600,6.0,-1.0,NON
31601,5.0,-1.0,NON
31602,5.0,-1.0,NON
31603,5.0,-1.0,NON
31604,4.0,-1.0,NON
31605,5.0,-1.0,NON
31606,6.0,-1.0,NON
31607,6.0,-1.0,NON
31608,6.0,-1.0,NON
31609,6.0,-1.0,NON
31610,5.0,-1.0,NON
31611,6.0,-1.0,NON
31612,5.0,-1.0,NON
31613,5.0,-1.0,NON
31614,5.0,-1.0,NON
31615,5.0,-1.0,NON
31616,9.0,-1.0,NON
31617,9.0,-1.0,NON
31618,6.0,-1.0,SMARTWAY
31619,5.0,-1.0,NON
31620,5.0,-1.0,NON
31621,5.0,-1.0,NON
31622,5.0,-1.0,NON
31623,5.0,-1.0,SMARTWAY
31624,5.0,-1.0,SMARTWAY
31625,5.0,-1.0,SMARTWAY
31626,5.0,-1.0,SMARTWAY
31627,5.0,-1.0,SMARTWAY
31628,5.0,-1.0,SMARTWAY
31629,5.0,-1.0,SMARTWAY
31630,5.0,-1.0,SMARTWAY
31631,5.0,-1.0,SMARTWAY
31632,5.0,-1.0,SMARTWAY
31633,5.0,-1.0,NON
31634,5.0,-1.0,NON
31635,5.0,-1.0,NON
31636,5.0,-1.0,NON
31637,5.0,-1.0,SMARTWAY
31638,5.0,-1.0,SMARTWAY
31639,5.0,-1.0,SMARTWAY
31640,5.0,-1.0,SMARTWAY
31641,5.0,-1.0,SMARTWAY
31642,5.0,-1.0,SMARTWAY
31643,5.0,-1.0,SMARTWAY
31644,5.0,-1.0,SMARTWAY
31645,5.0,-1.0,SMARTWAY
31646,5.0,-1.0,SMARTWAY
31647,5.0,-1.0,SMARTWAY
31648,5.0,-1.0,NON
31649,5.0,-1.0,NON
31650,5.0,-1.0,NON
31651,5.0,-1.0,NON
31652,6.0,-1.0,SMARTWAY
31653,6.0,-1.0,SMARTWAY
31654,6.0,-1.0,SMARTWAY
31655,6.0,-1.0,SMARTWAY
31656,6.0,-1.0,SMARTWAY
31657,5.0,-1.0,NON
31658,5.0,-1.0,NON
31659,5.0,-1.0,NON
31660,5.0,-1.0,NON
31661,5.0,-1.0,NON
31662,5.0,-1.0,NON
31663,5.0,-1.0,NON
31664,5.0,-1.0,NON
31665,5.0,-1.0,NON
31666,6.0,-1.0,NON
31667,5.0,-1.0,NON
31668,5.0,-1.0,SMARTWAY
31669,5.0,-1.0,SMARTWAY
31670,5.0,-1.0,SMARTWAY
31671,5.0,-1.0,SMARTWAY
31672,5.0,-1.0,SMARTWAY
31673,10.0,-1.0,SMARTWAY ELITE
31674,5.0,-1.0,NON
31675,5.0,-1.0,NON
31676,5.0,-1.0,NON
31677,5.0,-1.0,NON
31678,5.0,-1.0,NON
31679,6.0,-1.0,SMARTWAY
31680,6.0,-1.0,SMARTWAY
31681,5.0,-1.0,NON
31682,5.0,-1.0,NON
31683,5.0,-1.0,NON
31684,5.0,-1.0,NON
31685,5.0,-1.0,SMARTWAY
31686,5.0,-1.0,SMARTWAY
31687,9.0,-1.0,SMARTWAY
31688,5.0,-1.0,SMARTWAY
31689,9.0,-1.0,SMARTWAY
31690,5.0,-1.0,NON
31691,5.0,-1.0,SMARTWAY
31692,5.0,-1.0,SMARTWAY
31693,7.0,-1.0,SMARTWAY
31694,5.0,-1.0,SMARTWAY
31695,5.0,-1.0,NON
31696,5.0,-1.0,SMARTWAY
31697,5.0,-1.0,SMARTWAY
31698,6.0,-1.0,NON
31699,3.0,-1.0,NON
31700,5.0,-1.0,NON
31701,6.0,-1.0,NON
31702,5.0,-1.0,NON
31703,5.0,-1.0,NON
31704,5.0,-1.0,NON
31705,5.0,-1.0,NON
31706,5.0,-1.0,NON
31707,5.0,-1.0,NON
31708,5.0,-1.0,NON
31709,5.0,-1.0,NON
31710,5.0,-1.0,SMARTWAY
31711,5.0,-1.0,SMARTWAY
31712,5.0,-1.0,SMARTWAY
31713,5.0,-1.0,NON
31714,5.0,-1.0,SMARTWAY
31715,5.0,-1.0,SMARTWAY
31716,5.0,-1.0,NON
31717,5.0,-1.0,SMARTWAY
31718,5.0,-1.0,SMARTWAY
31719,5.0,-1.0,SMARTWAY
31720,5.0,-1.0,SMARTWAY
31721,5.0,-1.0,SMARTWAY
31722,5.0,-1.0,NON
31723,5.0,-1.0,NON
31724,5.0,-1.0,NON
31725,5.0,-1.0,SMARTWAY
31726,5.0,-1.0,NON
31727,5.0,-1.0,NON
31728,5.0,-1.0,NON
31729,5.0,-1.0,NON
31730,5.0,-1.0,NON
31731,5.0,-1.0,NON
31732,5.0,-1.0,NON
31733,5.0,-1.0,NON
31734,5.0,-1.0,SMARTWAY
31735,5.0,-1.0,SMARTWAY
31736,5.0,-1.0,NON
31737,5.0,-1.0,NON
31738,5.0,-1.0,NON
31739,6.0,-1.0,NON
31740,6.0,-1.0,NON
31741,6.0,-1.0,NON
31742,6.0,-1.0,NON
31743,6.0,-1.0,NON
31744,6.0,-1.0,NON
31745,5.0,-1.0,NON
31746,6.0,-1.0,NON
31747,5.0,-1.0,NON
31748,5.0,-1.0,NON
31749,5.0,-1.0,NON
31750,9.0,-1.0,SMARTWAY
31751,5.0,-1.0,SMARTWAY
31752,9.0,-1.0,SMARTWAY
31753,9.0,-1.0,SMARTWAY
31754,5.0,-1.0,NON
31755,5.0,-1.0,NON
31756,9.0,-1.0,SMARTWAY
31757,5.0,-1.0,SMARTWAY
31758,5.0,-1.0,NON
31759,5.0,-1.0,NON
31760,5.0,-1.0,NON
31761,5.0,-1.0,NON
31762,5.0,-1.0,NON
31763,5.0,-1.0,NON
31764,5.0,-1.0,NON
31765,5.0,-1.0,SMARTWAY
31766,5.0,-1.0,NON
31767,7.0,-1.0,SMARTWAY
31768,7.0,-1.0,SMARTWAY
31769,7.0,-1.0,SMARTWAY
31770,5.0,-1.0,NON
31771,6.0,-1.0,NON
31772,6.0,-1.0,NON
31773,6.0,-1.0,NON
31774,5.0,-1.0,NON
31775,5.0,-1.0,NON
31776,5.0,-1.0,NON
31777,6.0,-1.0,NON
31778,6.0,-1.0,NON
31779,6.0,-1.0,NON
31780,5.0,-1.0,NON
31781,5.0,-1.0,NON
31782,5.0,-1.0,NON
31783,5.0,-1.0,NON
31784,5.0,-1.0,NON
31785,5.0,-1.0,NON
31786,5.0,-1.0,NON
31787,5.0,-1.0,NON
31788,5.0,-1.0,NON
31789,5.0,-1.0,NON
31790,5.0,-1.0,NON
31791,5.0,-1.0,NON
31792,5.0,-1.0,NON
31793,5.0,-1.0,NON
31794,5.0,-1.0,NON
31795,5.0,-1.0,NON
31796,5.0,-1.0,NON
31797,5.0,-1.0,NON
31798,5.0,-1.0,NON
31800,5.0,-1.0,NON
31801,5.0,-1.0,NON
31802,5.0,-1.0,NON
31803,5.0,-1.0,NON
31804,5.0,-1.0,NON
31805,5.0,-1.0,NON
31806,5.0,-1.0,NON
31807,5.0,-1.0,NON
31808,5.0,-1.0,NON
31809,5.0,-1.0,NON
31810,5.0,-1.0,NON
31811,5.0,-1.0,NON
31812,5.0,-1.0,NON
31813,6.0,-1.0,NON
31814,6.0,-1.0,NON
31815,5.0,-1.0,NON
31816,6.0,-1.0,NON
31817,5.0,-1.0,SMARTWAY
31818,5.0,-1.0,SMARTWAY
31819,5.0,-1.0,SMARTWAY
31820,5.0,-1.0,NON
31821,5.0,-1.0,NON
31822,5.0,-1.0,SMARTWAY
31823,5.0,-1.0,NON
31824,5.0,-1.0,NON
31825,5.0,-1.0,NON
31826,5.0,-1.0,NON
31827,5.0,-1.0,NON
31828,5.0,-1.0,SMARTWAY
31829,5.0,-1.0,SMARTWAY
31830,5.0,-1.0,NON
31831,5.0,-1.0,NON
31832,5.0,-1.0,NON
31833,5.0,-1.0,NON
31834,5.0,-1.0,NON
31835,5.0,-1.0,NON
31836,7.0,-1.0,SMARTWAY
31837,5.0,-1.0,NON
31838,5.0,-1.0,NON
31839,5.0,-1.0,NON
31840,5.0,-1.0,NON
31841,5.0,-1.0,NON
31842,5.0,-1.0,NON
31843,5.0,-1.0,NON
31844,5.0,-1.0,NON
31845,5.0,-1.0,NON
31846,5.0,-1.0,NON
31847,5.0,-1.0,NON
31848,5.0,-1.0,NON
31849,5.0,-1.0,NON
31850,5.0,-1.0,NON
31851,5.0,-1.0,NON
31852,5.0,-1.0,NON
31853,5.0,-1.0,NON
31854,5.0,-1.0,NON
31855,5.0,-1.0,NON
31856,2.0,-1.0,NON
31857,5.0,-1.0,NON
31858,5.0,-1.0,NON
31859,5.0,-1.0,NON
31861,5.0,-1.0,NON
31862,5.0,-1.0,NON
31863,2.0,-1.0,NON
31864,5.0,-1.0,NON
31865,5.0,-1.0,NON
31867,5.0,-1.0,NON
31868,5.0,-1.0,NON
31869,2.0,-1.0,NON
31870,2.0,-1.0,NON
31871,2.0,-1.0,NON
31872,2.0,-1.0,NON
31873,2.0,-1.0,NON
31874,2.0,-1.0,NON
31875,2.0,-1.0,NON
31876,2.0,-1.0,NON
31877,2.0,-1.0,NON
31878,2.0,-1.0,NON
31879,2.0,-1.0,NON
31880,2.0,-1.0,NON
31881,2.0,-1.0,NON
31882,2.0,-1.0,NON
31883,2.0,-1.0,NON
31884,2.0,-1.0,NON
31885,2.0,-1.0,NON
31886,2.0,-1.0,NON
31887,2.0,-1.0,NON
31888,2.0,-1.0,NON
31889,2.0,-1.0,NON
31890,2.0,-1.0,NON
31891,2.0,-1.0,NON
31892,2.0,-1.0,NON
31893,10.0,-1.0,SMARTWAY
31894,10.0,-1.0,SMARTWAY
31897,5.0,-1.0,NON
31900,5.0,-1.0,NON
