id,score_smog1,score_smog2,score_smartway
24608,5.0,-1.0,NON
24609,5.0,-1.0,NON
24610,5.0,-1.0,NON
24611,5.0,-1.0,NON
24612,5.0,-1.0,NON
24614,5.0,-1.0,NON
24615,6.0,-1.0,NON
24616,5.0,-1.0,NON
24617,6.0,-1.0,NON
24618,6.0,-1.0,NON
24619,5.0,-1.0,NON
24620,5.0,-1.0,NON
24621,5.0,-1.0,NON
24622,5.0,-1.0,NON
24623,6.0,-1.0,NON
24624,6.0,-1.0,NON
24625,5.0,-1.0,NON
24626,6.0,-1.0,NON
24627,5.0,-1.0,NON
24628,5.0,-1.0,NON
24629,5.0,-1.0,NON
24630,5.0,-1.0,NON
24631,5.0,-1.0,NON
24632,5.0,-1.0,NON
24633,5.0,-1.0,NON
24634,5.0,-1.0,NON
24635,5.0,-1.0,NON
24636,6.0,-1.0,NON
24637,6.0,-1.0,NON
24638,5.0,-1.0,NON
24639,2.0,-1.0,NON
24640,2.0,-1.0,NON
24641,5.0,-1.0,NON
24642,6.0,-1.0,NON
24643,5.0,-1.0,NON
24644,6.0,-1.0,NON
24645,5.0,-1.0,NON
24647,6.0,-1.0,NON
24648,6.0,-1.0,NON
24649,9.0,-1.0,NON
24650,5.0,-1.0,NON
24651,2.0,-1.0,NON
24652,5.0,-1.0,NON
24653,6.0,-1.0,NON
24654,5.0,-1.0,NON
24655,5.0,-1.0,NON
24656,5.0,-1.0,NON
24657,5.0,-1.0,NON
24658,5.0,-1.0,NON
24659,5.0,-1.0,NON
24660,5.0,-1.0,NON
24661,5.0,-1.0,NON
24662,5.0,-1.0,NON
24663,5.0,-1.0,NON
24665,5.0,-1.0,NON
24666,5.0,-1.0,NON
24667,6.0,-1.0,NON
24668,5.0,-1.0,NON
24669,6.0,-1.0,NON
24670,6.0,-1.0,NON
24671,5.0,-1.0,NON
24672,5.0,-1.0,NON
24673,1.0,-1.0,NON
24674,5.0,-1.0,NON
24675,1.0,-1.0,NON
24676,5.0,-1.0,NON
24677,5.0,-1.0,NON
24679,1.0,-1.0,NON
24680,5.0,-1.0,NON
24681,6.0,-1.0,NON
24682,6.0,-1.0,NON
24683,5.0,-1.0,NON
24684,5.0,-1.0,NON
24685,6.0,-1.0,NON
24686,2.0,-1.0,NON
24687,2.0,-1.0,NON
24688,6.0,-1.0,NON
24689,5.0,-1.0,NON
24690,5.0,-1.0,NON
24691,5.0,-1.0,NON
24692,5.0,-1.0,NON
24693,5.0,-1.0,NON
24694,5.0,-1.0,NON
24695,5.0,-1.0,NON
24696,5.0,5.0,SMARTWAY
24697,5.0,5.0,SMARTWAY
24698,5.0,5.0,NON
24699,5.0,5.0,NON
24700,5.0,5.0,NON
24701,5.0,5.0,NON
24702,5.0,5.0,NON
24703,5.0,5.0,NON
24704,5.0,5.0,NON
24705,5.0,5.0,NON
24706,5.0,5.0,NON
24707,5.0,5.0,NON
24708,5.0,5.0,NON
24709,5.0,5.0,NON
24710,5.0,5.0,NON
24711,5.0,5.0,NON
24712,5.0,5.0,NON
24713,5.0,5.0,NON
24714,5.0,5.0,NON
24715,5.0,5.0,NON
24716,2.0,2.0,NON
24717,2.0,2.0,NON
24720,5.0,5.0,NON
24721,5.0,5.0,NON
24722,5.0,5.0,NON
24723,5.0,5.0,NON
24724,5.0,5.0,NON
24725,5.0,5.0,NON
24726,2.0,2.0,NON
24727,2.0,2.0,NON
24728,5.0,-1.0,SMARTWAY
24729,5.0,-1.0,SMARTWAY
24730,5.0,-1.0,SMARTWAY
24731,5.0,-1.0,SMARTWAY
24732,5.0,-1.0,SMARTWAY
24733,5.0,-1.0,SMARTWAY
24734,5.0,-1.0,NON
24735,5.0,-1.0,NON
24736,5.0,-1.0,NON
24737,5.0,-1.0,NON
24739,6.0,-1.0,NON
24740,6.0,-1.0,NON
24742,5.0,-1.0,NON
24743,5.0,-1.0,NON
24744,5.0,-1.0,NON
24745,5.0,-1.0,NON
24746,5.0,-1.0,NON
24747,5.0,-1.0,NON
24748,5.0,-1.0,NON
24749,5.0,-1.0,NON
24750,5.0,-1.0,NON
24751,5.0,-1.0,NON
24752,5.0,-1.0,NON
24753,5.0,-1.0,NON
24756,5.0,-1.0,NON
24757,5.0,-1.0,NON
24758,5.0,-1.0,NON
24759,5.0,-1.0,NON
24760,5.0,-1.0,NON
24761,5.0,-1.0,NON
24762,5.0,-1.0,NON
24763,5.0,-1.0,NON
24764,5.0,-1.0,NON
24765,5.0,-1.0,NON
24766,5.0,-1.0,NON
24767,5.0,-1.0,NON
24768,5.0,-1.0,NON
24769,2.0,-1.0,NON
24770,5.0,-1.0,SMARTWAY
24771,5.0,-1.0,SMARTWAY
24772,5.0,-1.0,SMARTWAY
24773,5.0,-1.0,SMARTWAY
24774,5.0,-1.0,NON
24775,5.0,-1.0,NON
24776,5.0,-1.0,NON
24777,5.0,-1.0,NON
24778,5.0,-1.0,NON
24779,5.0,-1.0,NON
24780,5.0,-1.0,NON
24781,5.0,-1.0,NON
24782,5.0,-1.0,NON
24783,5.0,-1.0,NON
24784,5.0,-1.0,NON
24785,5.0,-1.0,NON
24786,5.0,-1.0,NON
24787,5.0,-1.0,NON
24788,5.0,-1.0,NON
24789,5.0,-1.0,NON
24790,5.0,-1.0,NON
24791,5.0,-1.0,NON
24792,5.0,-1.0,NON
24793,5.0,-1.0,NON
24794,5.0,-1.0,NON
24795,5.0,-1.0,NON
24796,5.0,-1.0,NON
24797,9.0,-1.0,SMARTWAY
24798,9.0,-1.0,SMARTWAY
24799,5.0,-1.0,NON
24800,5.0,-1.0,NON
24801,9.0,-1.0,SMARTWAY
24802,9.0,-1.0,SMARTWAY
24803,5.0,-1.0,SMARTWAY
24804,5.0,-1.0,NON
24805,5.0,-1.0,NON
24806,5.0,-1.0,NON
24807,5.0,-1.0,SMARTWAY
24808,5.0,-1.0,SMARTWAY
24809,5.0,-1.0,NON
24810,5.0,-1.0,NON
24811,5.0,-1.0,NON
24812,5.0,-1.0,NON
24813,5.0,-1.0,NON
24814,5.0,-1.0,NON
24815,5.0,-1.0,NON
24816,5.0,-1.0,NON
24817,5.0,-1.0,NON
24819,5.0,-1.0,SMARTWAY
24820,6.0,-1.0,SMARTWAY
24822,6.0,-1.0,SMARTWAY
24823,6.0,-1.0,SMARTWAY
24824,6.0,-1.0,SMARTWAY
24825,8.0,-1.0,SMARTWAY
24826,5.0,-1.0,SMARTWAY
24827,8.0,-1.0,SMARTWAY
24828,5.0,-1.0,NON
24829,8.0,-1.0,SMARTWAY ELITE
24830,5.0,-1.0,SMARTWAY
24831,5.0,-1.0,SMARTWAY
24832,5.0,-1.0,SMARTWAY
24833,5.0,-1.0,SMARTWAY
24834,7.0,-1.0,SMARTWAY
24835,6.0,-1.0,SMARTWAY
24836,6.0,-1.0,SMARTWAY
24837,5.0,-1.0,NON
24838,5.0,-1.0,SMARTWAY
24839,5.0,-1.0,NON
24840,5.0,-1.0,NON
24841,5.0,-1.0,NON
24842,5.0,-1.0,NON
24843,5.0,-1.0,NON
24844,5.0,-1.0,NON
24845,5.0,-1.0,NON
24846,5.0,-1.0,NON
24847,5.0,-1.0,NON
24848,5.0,-1.0,NON
24849,5.0,-1.0,NON
24850,5.0,-1.0,NON
24851,5.0,-1.0,NON
24852,9.0,-1.0,SMARTWAY
24853,5.0,-1.0,SMARTWAY
24854,5.0,-1.0,NON
24855,5.0,-1.0,NON
24856,5.0,-1.0,NON
24857,5.0,-1.0,SMARTWAY
24858,5.0,-1.0,SMARTWAY
24860,5.0,-1.0,NON
24861,5.0,-1.0,NON
24862,5.0,-1.0,NON
24863,5.0,-1.0,NON
24864,5.0,-1.0,NON
24865,5.0,-1.0,NON
24866,9.0,-1.0,SMARTWAY
24867,5.0,-1.0,NON
24868,9.0,-1.0,SMARTWAY
24869,9.0,-1.0,SMARTWAY
24870,5.0,-1.0,NON
24871,5.0,-1.0,NON
24872,9.0,-1.0,SMARTWAY ELITE
24873,5.0,-1.0,NON
24874,5.0,-1.0,SMARTWAY
24875,5.0,-1.0,SMARTWAY
24876,5.0,-1.0,SMARTWAY
24877,5.0,-1.0,SMARTWAY
24878,5.0,-1.0,NON
24879,5.0,-1.0,NON
24880,5.0,-1.0,NON
24881,5.0,-1.0,NON
24882,7.0,-1.0,SMARTWAY
24883,5.0,-1.0,NON
24884,5.0,-1.0,NON
24885,5.0,-1.0,NON
24886,5.0,-1.0,NON
24887,5.0,-1.0,NON
24888,6.0,-1.0,NON
24889,6.0,-1.0,NON
24890,5.0,-1.0,NON
24891,6.0,-1.0,SMARTWAY
24892,6.0,-1.0,SMARTWAY
24893,6.0,-1.0,NON
24894,5.0,-1.0,NON
24895,6.0,-1.0,SMARTWAY
24896,6.0,-1.0,SMARTWAY
24897,6.0,-1.0,NON
24898,6.0,-1.0,NON
24899,6.0,-1.0,NON
24900,8.0,-1.0,SMARTWAY
24901,5.0,-1.0,SMARTWAY
24902,8.0,-1.0,SMARTWAY
24903,5.0,-1.0,NON
24904,5.0,-1.0,NON
24905,5.0,-1.0,NON
24906,5.0,-1.0,NON
24907,5.0,-1.0,NON
24908,5.0,-1.0,NON
24909,5.0,-1.0,NON
24910,5.0,-1.0,NON
24911,5.0,-1.0,NON
24912,5.0,-1.0,NON
24913,5.0,-1.0,NON
24914,5.0,-1.0,NON
24915,5.0,-1.0,NON
24916,5.0,-1.0,NON
24918,5.0,-1.0,NON
24919,5.0,-1.0,NON
24920,5.0,-1.0,SMARTWAY
24921,5.0,-1.0,SMARTWAY
24922,5.0,-1.0,SMARTWAY
24923,5.0,-1.0,SMARTWAY
24924,5.0,-1.0,NON
24925,5.0,-1.0,NON
24926,5.0,-1.0,NON
24927,5.0,-1.0,NON
24928,5.0,-1.0,NON
24929,5.0,-1.0,NON
24930,5.0,-1.0,NON
24931,5.0,-1.0,NON
24932,5.0,-1.0,NON
24933,5.0,-1.0,NON
24934,5.0,-1.0,NON
24935,5.0,-1.0,NON
24936,5.0,-1.0,NON
24937,5.0,-1.0,NON
24938,5.0,-1.0,NON
24939,5.0,-1.0,NON
24940,5.0,-1.0,NON
24941,6.0,-1.0,NON
24942,6.0,-1.0,NON
24943,5.0,-1.0,NON
24944,5.0,-1.0,NON
24945,5.0,-1.0,NON
24946,6.0,-1.0,NON
24947,6.0,-1.0,NON
24948,6.0,-1.0,NON
24949,6.0,-1.0,NON
24950,6.0,-1.0,NON
24951,6.0,-1.0,NON
24952,6.0,-1.0,NON
24953,5.0,-1.0,NON
24954,5.0,-1.0,NON
24955,5.0,-1.0,NON
24956,6.0,-1.0,NON
24957,6.0,-1.0,NON
24958,5.0,-1.0,NON
24959,6.0,-1.0,NON
24960,6.0,-1.0,NON
24961,6.0,-1.0,NON
24962,6.0,-1.0,NON
24963,6.0,-1.0,NON
24964,6.0,-1.0,NON
24965,5.0,-1.0,NON
24966,5.0,-1.0,NON
24968,6.0,-1.0,NON
24969,5.0,-1.0,NON
24970,5.0,-1.0,NON
24971,5.0,-1.0,NON
24972,5.0,-1.0,NON
24973,5.0,-1.0,NON
24974,6.0,-1.0,NON
24975,6.0,-1.0,NON
24976,5.0,-1.0,NON
24977,6.0,-1.0,SMARTWAY
24978,6.0,-1.0,SMARTWAY
24979,6.0,-1.0,NON
24980,5.0,-1.0,NON
24981,5.0,-1.0,SMARTWAY
24982,5.0,-1.0,NON
24983,5.0,-1.0,NON
24984,5.0,-1.0,NON
24985,5.0,-1.0,NON
24986,5.0,-1.0,NON
24987,5.0,-1.0,NON
24988,5.0,-1.0,NON
24989,5.0,-1.0,NON
24990,5.0,-1.0,SMARTWAY
24991,6.0,-1.0,SMARTWAY
24992,5.0,-1.0,NON
24993,5.0,-1.0,SMARTWAY
24994,6.0,-1.0,SMARTWAY
24996,5.0,-1.0,NON
24997,5.0,-1.0,NON
24998,5.0,-1.0,NON
24999,5.0,-1.0,NON
25000,7.0,-1.0,SMARTWAY
25001,5.0,-1.0,NON
25002,5.0,-1.0,NON
25003,9.0,-1.0,SMARTWAY
25004,8.0,-1.0,SMARTWAY
25005,5.0,-1.0,NON
25006,5.0,-1.0,NON
25007,5.0,-1.0,NON
25008,5.0,-1.0,SMARTWAY
25009,5.0,-1.0,NON
25010,5.0,-1.0,NON
25011,5.0,-1.0,NON
25012,5.0,-1.0,NON
25013,5.0,-1.0,NON
25014,5.0,-1.0,NON
25015,5.0,-1.0,NON
25016,5.0,-1.0,NON
25017,2.0,-1.0,NON
25019,6.0,-1.0,NON
25020,6.0,-1.0,NON
25021,6.0,-1.0,NON
25022,5.0,-1.0,NON
25023,5.0,-1.0,NON
25024,5.0,-1.0,NON
25025,5.0,-1.0,NON
25026,5.0,-1.0,NON
25027,5.0,-1.0,NON
25028,5.0,-1.0,NON
25029,5.0,-1.0,NON
25030,5.0,-1.0,NON
25031,6.0,-1.0,SMARTWAY
25032,6.0,-1.0,SMARTWAY
25033,5.0,-1.0,NON
25034,6.0,-1.0,SMARTWAY
25035,6.0,-1.0,SMARTWAY
25036,6.0,-1.0,SMARTWAY
25038,5.0,-1.0,NON
25039,5.0,-1.0,NON
25040,5.0,-1.0,NON
25041,5.0,-1.0,NON
25042,5.0,-1.0,NON
25043,7.0,-1.0,SMARTWAY
25044,5.0,-1.0,NON
25045,5.0,-1.0,NON
25046,5.0,-1.0,NON
25047,5.0,-1.0,NON
25048,5.0,-1.0,NON
25049,9.0,-1.0,SMARTWAY
25050,8.0,-1.0,SMARTWAY
25051,5.0,-1.0,NON
25052,5.0,-1.0,NON
25053,5.0,-1.0,NON
25054,7.0,-1.0,SMARTWAY
25055,5.0,-1.0,NON
25056,5.0,-1.0,NON
25057,5.0,-1.0,NON
25058,5.0,-1.0,NON
25059,5.0,-1.0,NON
25060,5.0,5.0,NON
25061,2.0,2.0,NON
25062,2.0,2.0,NON
25064,2.0,2.0,NON
25065,2.0,2.0,NON
25066,2.0,2.0,NON
25067,2.0,2.0,NON
25068,2.0,2.0,NON
25069,5.0,-1.0,NON
25070,5.0,5.0,NON
25071,2.0,2.0,NON
25073,5.0,5.0,NON
25074,2.0,2.0,NON
25075,2.0,2.0,NON
25076,2.0,2.0,NON
25077,2.0,2.0,NON
25078,9.0,-1.0,SMARTWAY
25079,9.0,-1.0,SMARTWAY
25080,5.0,-1.0,SMARTWAY
25081,5.0,-1.0,NON
25082,5.0,-1.0,SMARTWAY
25083,8.0,-1.0,SMARTWAY ELITE
25084,5.0,-1.0,SMARTWAY
25085,5.0,-1.0,SMARTWAY
25086,5.0,-1.0,NON
25087,5.0,-1.0,SMARTWAY
25088,5.0,-1.0,NON
25089,5.0,-1.0,NON
25090,5.0,-1.0,NON
25091,5.0,-1.0,NON
25092,5.0,-1.0,NON
25093,5.0,-1.0,NON
25094,5.0,-1.0,SMARTWAY
25095,5.0,-1.0,NON
25096,5.0,-1.0,NON
25097,5.0,-1.0,NON
25099,5.0,-1.0,NON
25100,5.0,-1.0,NON
25101,5.0,-1.0,NON
25102,5.0,-1.0,NON
25103,5.0,-1.0,NON
25104,5.0,-1.0,NON
25105,5.0,-1.0,NON
25106,5.0,-1.0,NON
25108,5.0,-1.0,NON
25109,5.0,-1.0,NON
25110,5.0,-1.0,NON
25111,5.0,-1.0,NON
25112,5.0,-1.0,NON
25113,5.0,-1.0,NON
25114,5.0,-1.0,NON
25115,2.0,-1.0,NON
25116,5.0,-1.0,NON
25117,5.0,-1.0,NON
25118,5.0,-1.0,SMARTWAY
25119,5.0,-1.0,SMARTWAY
25120,5.0,-1.0,NON
25121,5.0,-1.0,NON
25122,5.0,-1.0,NON
25123,5.0,-1.0,NON
25124,5.0,-1.0,SMARTWAY
25125,5.0,-1.0,NON
25126,5.0,-1.0,NON
25127,5.0,-1.0,NON
25128,5.0,-1.0,NON
25129,5.0,-1.0,NON
25130,6.0,-1.0,SMARTWAY
25131,5.0,-1.0,NON
25132,5.0,-1.0,NON
25133,5.0,-1.0,NON
25134,5.0,-1.0,NON
25135,5.0,-1.0,NON
25136,5.0,-1.0,SMARTWAY
25137,5.0,-1.0,SMARTWAY
25138,5.0,-1.0,SMARTWAY
25139,5.0,-1.0,SMARTWAY
25140,5.0,-1.0,NON
25142,5.0,-1.0,NON
25144,5.0,-1.0,SMARTWAY
25145,5.0,-1.0,SMARTWAY
25146,5.0,-1.0,SMARTWAY
25147,5.0,-1.0,SMARTWAY
25148,5.0,-1.0,SMARTWAY
25149,5.0,-1.0,SMARTWAY
25150,5.0,-1.0,SMARTWAY
25151,5.0,-1.0,SMARTWAY
25152,5.0,-1.0,NON
25153,5.0,-1.0,NON
25154,5.0,-1.0,NON
25155,5.0,-1.0,NON
25156,5.0,-1.0,NON
25157,5.0,-1.0,NON
25158,5.0,-1.0,NON
25159,5.0,-1.0,NON
25160,5.0,-1.0,NON
25161,5.0,-1.0,NON
25162,5.0,-1.0,NON
25163,5.0,-1.0,NON
25164,5.0,-1.0,NON
25165,5.0,-1.0,NON
25166,5.0,-1.0,SMARTWAY
25167,5.0,-1.0,SMARTWAY
25168,5.0,-1.0,SMARTWAY
25169,5.0,-1.0,SMARTWAY
25170,5.0,-1.0,NON
25171,5.0,-1.0,NON
25172,5.0,-1.0,NON
25173,6.0,-1.0,NON
25174,6.0,-1.0,NON
25175,6.0,-1.0,NON
25176,6.0,-1.0,NON
25177,6.0,-1.0,NON
25178,6.0,-1.0,NON
25181,5.0,-1.0,NON
25182,5.0,-1.0,NON
25183,5.0,-1.0,NON
25184,5.0,-1.0,SMARTWAY
25187,5.0,-1.0,NON
25189,5.0,-1.0,NON
25190,5.0,-1.0,NON
25191,5.0,-1.0,NON
25192,5.0,-1.0,SMARTWAY
25198,5.0,-1.0,NON
25199,5.0,-1.0,SMARTWAY
25200,5.0,-1.0,NON
25201,5.0,-1.0,NON
25202,5.0,-1.0,NON
25203,5.0,-1.0,NON
25204,5.0,-1.0,NON
25205,5.0,-1.0,NON
25206,5.0,-1.0,NON
25207,6.0,-1.0,NON
25208,6.0,-1.0,NON
25209,5.0,-1.0,NON
25210,5.0,-1.0,NON
25211,5.0,-1.0,NON
25212,5.0,-1.0,NON
25213,5.0,-1.0,NON
25214,5.0,-1.0,NON
25215,5.0,-1.0,NON
25216,5.0,-1.0,NON
25217,5.0,-1.0,NON
25218,6.0,-1.0,SMARTWAY
25219,6.0,-1.0,SMARTWAY
25220,5.0,-1.0,NON
25221,5.0,-1.0,NON
25222,5.0,-1.0,SMARTWAY
25223,6.0,-1.0,SMARTWAY
25224,5.0,-1.0,NON
25225,5.0,-1.0,NON
25226,5.0,-1.0,NON
25227,5.0,-1.0,NON
25228,6.0,-1.0,SMARTWAY
25229,6.0,-1.0,SMARTWAY
25230,5.0,-1.0,SMARTWAY
25231,5.0,-1.0,NON
25232,5.0,-1.0,SMARTWAY
25233,5.0,-1.0,NON
25234,5.0,-1.0,NON
25235,5.0,-1.0,NON
25236,5.0,-1.0,SMARTWAY
25239,6.0,-1.0,SMARTWAY
25240,6.0,-1.0,NON
25241,5.0,-1.0,NON
25242,5.0,-1.0,NON
25243,9.0,-1.0,SMARTWAY
25244,9.0,-1.0,SMARTWAY
25245,5.0,-1.0,SMARTWAY
25246,5.0,-1.0,NON
25247,5.0,-1.0,NON
25248,5.0,-1.0,NON
25249,5.0,-1.0,NON
25250,5.0,-1.0,NON
25251,5.0,-1.0,NON
25252,5.0,-1.0,SMARTWAY
25253,5.0,-1.0,SMARTWAY
25254,5.0,-1.0,SMARTWAY
25255,5.0,-1.0,SMARTWAY
25256,8.0,-1.0,SMARTWAY
25257,8.0,-1.0,SMARTWAY
25258,8.0,-1.0,SMARTWAY
25259,8.0,-1.0,SMARTWAY
25260,5.0,-1.0,SMARTWAY
25261,8.0,-1.0,SMARTWAY
25262,3.0,-1.0,SMARTWAY
25263,3.0,-1.0,SMARTWAY
25264,8.0,-1.0,SMARTWAY
25265,8.0,-1.0,SMARTWAY
25266,5.0,-1.0,NON
25268,5.0,-1.0,NON
25269,5.0,-1.0,SMARTWAY
25270,5.0,-1.0,SMARTWAY
25271,5.0,-1.0,SMARTWAY
25272,9.0,-1.0,SMARTWAY
25273,5.0,-1.0,NON
25274,9.0,-1.0,SMARTWAY
25275,5.0,-1.0,NON
25276,5.0,-1.0,SMARTWAY
25277,5.0,-1.0,SMARTWAY
25278,7.0,-1.0,SMARTWAY
25279,5.0,-1.0,NON
25282,5.0,-1.0,NON
25283,5.0,-1.0,NON
25284,5.0,-1.0,NON
25285,5.0,-1.0,NON
25286,5.0,-1.0,NON
25287,9.0,-1.0,SMARTWAY
25288,5.0,-1.0,SMARTWAY
25289,5.0,-1.0,NON
25290,5.0,-1.0,NON
25291,5.0,-1.0,NON
25292,5.0,-1.0,NON
25293,5.0,-1.0,NON
25294,5.0,-1.0,NON
25295,5.0,-1.0,NON
25296,5.0,-1.0,NON
25297,8.0,-1.0,SMARTWAY
25298,8.0,-1.0,SMARTWAY
25299,5.0,-1.0,SMARTWAY
25300,5.0,-1.0,NON
25301,5.0,-1.0,SMARTWAY
25302,5.0,-1.0,SMARTWAY
25303,5.0,-1.0,SMARTWAY
25304,5.0,-1.0,SMARTWAY
25305,5.0,-1.0,NON
25306,5.0,-1.0,SMARTWAY
25307,5.0,-1.0,SMARTWAY
25308,5.0,-1.0,SMARTWAY
25309,5.0,-1.0,SMARTWAY
25310,5.0,-1.0,SMARTWAY
25311,5.0,-1.0,SMARTWAY
25312,5.0,-1.0,SMARTWAY
25313,5.0,-1.0,SMARTWAY
25314,5.0,-1.0,SMARTWAY
25315,8.0,-1.0,SMARTWAY
25316,3.0,-1.0,SMARTWAY
25317,3.0,-1.0,SMARTWAY
25318,5.0,-1.0,NON
25320,5.0,-1.0,NON
25321,5.0,-1.0,NON
25322,5.0,-1.0,NON
25323,5.0,-1.0,NON
25324,5.0,-1.0,NON
25325,5.0,-1.0,NON
25326,5.0,-1.0,NON
25327,5.0,-1.0,NON
25328,5.0,-1.0,NON
25329,5.0,-1.0,NON
25330,5.0,-1.0,NON
25331,5.0,-1.0,NON
25332,5.0,-1.0,NON
25333,5.0,-1.0,NON
25334,5.0,-1.0,NON
25335,5.0,-1.0,NON
25336,5.0,-1.0,NON
25337,5.0,-1.0,NON
25338,5.0,-1.0,NON
25339,5.0,-1.0,NON
25340,5.0,-1.0,NON
25341,5.0,-1.0,NON
25342,5.0,-1.0,NON
25343,5.0,-1.0,NON
25344,5.0,-1.0,NON
25345,5.0,-1.0,NON
25346,5.0,-1.0,NON
25347,5.0,-1.0,NON
25348,5.0,-1.0,NON
25349,5.0,-1.0,NON
25350,5.0,-1.0,NON
25351,5.0,-1.0,NON
25352,5.0,-1.0,NON
25353,5.0,-1.0,NON
25354,5.0,-1.0,NON
25355,5.0,-1.0,NON
25356,5.0,-1.0,NON
25357,5.0,-1.0,NON
25358,5.0,-1.0,NON
25359,5.0,-1.0,NON
25360,5.0,-1.0,NON
25361,5.0,-1.0,NON
25362,5.0,-1.0,NON
25363,5.0,-1.0,NON
25365,5.0,-1.0,NON
25366,5.0,-1.0,NON
25367,5.0,-1.0,NON
25368,5.0,-1.0,NON
25369,5.0,-1.0,NON
25370,5.0,-1.0,NON
25371,5.0,-1.0,NON
25372,5.0,-1.0,NON
25373,5.0,5.0,NON
25374,5.0,5.0,NON
25375,5.0,5.0,NON
25376,5.0,5.0,NON
25377,9.0,-1.0,NON
25378,6.0,-1.0,NON
25379,6.0,-1.0,NON
25380,5.0,-1.0,NON
25381,5.0,-1.0,NON
25382,5.0,-1.0,NON
25383,5.0,-1.0,NON
25384,5.0,-1.0,SMARTWAY
25385,5.0,-1.0,NON
25386,5.0,-1.0,NON
25387,5.0,-1.0,NON
25388,5.0,-1.0,NON
25389,5.0,-1.0,NON
25390,5.0,-1.0,NON
25391,5.0,-1.0,NON
25392,5.0,-1.0,NON
25393,5.0,-1.0,NON
25394,5.0,-1.0,NON
25395,5.0,-1.0,NON
25396,5.0,-1.0,NON
25397,5.0,-1.0,NON
25398,5.0,-1.0,NON
25399,5.0,-1.0,NON
25400,5.0,-1.0,NON
25401,5.0,-1.0,SMARTWAY
25402,5.0,-1.0,SMARTWAY
25403,5.0,-1.0,NON
25404,5.0,-1.0,NON
25405,5.0,-1.0,SMARTWAY
25407,6.0,-1.0,SMARTWAY
25408,5.0,-1.0,SMARTWAY
25409,5.0,-1.0,SMARTWAY
25410,5.0,-1.0,SMARTWAY
25411,5.0,-1.0,NON
25412,5.0,-1.0,NON
25413,6.0,-1.0,NON
25414,6.0,-1.0,NON
25415,5.0,-1.0,NON
25417,5.0,-1.0,SMARTWAY
25418,5.0,-1.0,NON
25419,5.0,-1.0,SMARTWAY
25420,5.0,-1.0,SMARTWAY
25421,5.0,-1.0,SMARTWAY
25422,5.0,-1.0,SMARTWAY
25423,5.0,-1.0,SMARTWAY
25424,5.0,-1.0,SMARTWAY
25427,5.0,-1.0,SMARTWAY
25428,5.0,-1.0,SMARTWAY
25429,5.0,-1.0,NON
25430,5.0,-1.0,NON
25431,5.0,-1.0,NON
25433,6.0,-1.0,SMARTWAY
25434,5.0,-1.0,SMARTWAY
25435,5.0,-1.0,SMARTWAY
25436,5.0,-1.0,SMARTWAY
25437,5.0,-1.0,SMARTWAY
25438,9.0,-1.0,SMARTWAY
25439,9.0,-1.0,SMARTWAY
25440,5.0,-1.0,NON
25441,5.0,-1.0,NON
25442,5.0,-1.0,SMARTWAY
25443,5.0,-1.0,SMARTWAY
25444,5.0,-1.0,SMARTWAY
25445,5.0,-1.0,NON
25446,5.0,-1.0,NON
25447,5.0,-1.0,NON
25448,5.0,-1.0,NON
25451,5.0,-1.0,SMARTWAY
25452,5.0,-1.0,SMARTWAY
25453,5.0,-1.0,NON
25454,5.0,-1.0,NON
25455,5.0,-1.0,NON
25456,5.0,-1.0,NON
25457,5.0,-1.0,NON
25458,5.0,-1.0,NON
25459,5.0,-1.0,NON
25460,5.0,-1.0,NON
25461,5.0,-1.0,NON
25462,9.0,-1.0,SMARTWAY
25463,5.0,-1.0,NON
25464,5.0,-1.0,NON
25465,5.0,-1.0,NON
25466,5.0,-1.0,NON
25467,5.0,-1.0,NON
25469,9.0,-1.0,NON
25470,5.0,-1.0,NON
25471,5.0,-1.0,NON
25472,5.0,-1.0,NON
25473,5.0,-1.0,NON
25474,5.0,-1.0,NON
25475,5.0,-1.0,NON
25476,5.0,-1.0,NON
25477,5.0,-1.0,NON
25478,5.0,-1.0,NON
25479,5.0,-1.0,NON
25480,5.0,-1.0,NON
25481,5.0,-1.0,NON
25482,5.0,-1.0,SMARTWAY
25483,5.0,-1.0,SMARTWAY
25484,5.0,-1.0,NON
25485,5.0,-1.0,NON
25486,5.0,-1.0,SMARTWAY
25487,5.0,-1.0,NON
25488,5.0,-1.0,NON
25489,5.0,-1.0,NON
25490,5.0,-1.0,NON
25491,5.0,-1.0,SMARTWAY
25492,9.0,-1.0,SMARTWAY
25493,5.0,-1.0,NON
25494,5.0,-1.0,NON
25495,5.0,-1.0,NON
25496,5.0,-1.0,NON
25497,5.0,-1.0,NON
25498,5.0,-1.0,NON
25499,5.0,-1.0,NON
25500,5.0,-1.0,NON
25501,5.0,-1.0,SMARTWAY
25502,5.0,-1.0,NON
25503,5.0,-1.0,NON
25505,5.0,-1.0,NON
25506,5.0,-1.0,SMARTWAY
25507,5.0,-1.0,SMARTWAY
25508,5.0,-1.0,SMARTWAY
25510,5.0,-1.0,SMARTWAY
25511,5.0,-1.0,SMARTWAY
25512,5.0,-1.0,SMARTWAY
25513,5.0,-1.0,NON
25514,5.0,-1.0,SMARTWAY
25515,5.0,-1.0,NON
25516,5.0,-1.0,NON
25517,5.0,-1.0,NON
25518,5.0,-1.0,NON
25519,5.0,-1.0,NON
25521,5.0,-1.0,NON
25523,5.0,-1.0,NON
25524,5.0,-1.0,NON
